squirrel_id,primary_colour,black,cinnamon,gray,white
9B-PM-1013-04,Gray,True,False,False,False
1C-AM-1012-01,Gray,True,True,False,True
3F-AM-1006-09,Gray,False,True,False,True
22D-PM-1012-05,Gray,True,True,False,True
5C-PM-1010-10,Gray,False,True,False,False
9G-PM-1007-05,Gray,False,False,False,True
1D-PM-1007-03,Gray,False,False,False,True
35A-AM-1014-06,Gray,False,True,False,False
42I-PM-1014-03,Gray,False,True,False,False
10B-PM-1014-03,Gray,False,False,False,True
41D-PM-1014-01,Gray,False,True,False,False
35A-PM-1013-12,Gray,False,True,False,False
2C-PM-1013-08,Gray,False,False,False,True
22F-AM-1007-07,Cinnamon,False,False,True,False
6A-AM-1006-04,Gray,False,False,False,True
6A-PM-1012-05,Cinnamon,False,False,False,True
37G-PM-1007-03,Gray,False,True,False,False
13D-PM-1018-13,Gray,False,True,False,True
14B-PM-1014-06,Gray,False,True,False,False
7E-PM-1013-05,Gray,False,True,False,False
9A-AM-1013-11,Gray,False,True,False,False
11D-AM-1010-06,Gray,False,True,False,False
1A-PM-1014-02,Cinnamon,False,False,False,True
42G-PM-1014-01,Gray,False,False,False,True
9I-PM-1010-07,Gray,False,False,False,True
37G-PM-1007-04,Cinnamon,False,False,True,False
35E-AM-1020-03,Gray,False,True,False,False
8F-PM-1012-01,Gray,False,True,False,False
29C-AM-1007-03,Gray,False,True,False,False
12G-PM-1007-05,Gray,False,True,False,False
18H-PM-1014-03,Gray,False,True,False,False
15I-AM-1008-02,Gray,False,True,False,False
42C-AM-1007-04,Gray,False,True,False,True
5C-PM-1010-04,Gray,False,True,False,False
14I-PM-1018-06,Cinnamon,True,False,False,False
9B-PM-1013-01,Gray,False,True,False,False
31D-AM-1014-02,Gray,False,False,False,True
5C-PM-1010-11,Cinnamon,False,False,True,False
16C-AM-1014-04,Gray,True,False,False,False
5D-PM-1018-04,Gray,False,False,False,True
36B-PM-1013-03,Gray,False,True,False,False
40C-AM-1017-02,Gray,False,True,False,True
28I-AM-1013-01,Gray,False,True,False,False
38F-AM-1018-04,Gray,False,True,False,False
26A-AM-1014-01,Gray,False,True,False,False
17F-PM-1020-04,Gray,False,True,False,False
11A-PM-1013-03,Cinnamon,False,False,True,False
6A-PM-1012-07,Cinnamon,False,False,False,True
17A-AM-1017-01,Gray,False,True,False,False
40C-AM-1017-07,Gray,False,True,False,True
8A-PM-1014-01,Gray,False,False,False,True
13C-PM-1019-05,Gray,False,True,False,False
41E-PM-1013-05,Gray,False,True,False,True
3H-AM-1008-05,Gray,False,True,False,False
40E-AM-1014-03,Gray,False,False,False,True
2A-AM-1010-02,Gray,False,True,False,False
3A-PM-1017-03,Cinnamon,False,False,True,False
9A-AM-1013-04,Gray,False,True,False,False
9E-PM-1014-02,Gray,True,True,False,False
14G-AM-1012-02,Gray,False,True,False,False
38D-AM-1017-03,Gray,False,False,False,True
22F-AM-1007-03,Cinnamon,False,False,True,True
3H-PM-1014-07,Gray,False,False,False,True
28D-AM-1012-04,Cinnamon,False,False,False,True
1B-AM-1012-10,Gray,False,True,False,True
32D-PM-1006-04,Gray,False,True,False,True
34E-PM-1006-01,Gray,True,True,False,True
2D-AM-1007-01,Gray,False,True,False,True
3A-PM-1017-08,Cinnamon,True,False,False,False
4C-PM-1010-11,Gray,False,True,False,False
40E-PM-1017-02,Gray,False,True,False,True
38E-AM-1010-02,Gray,False,True,False,False
32I-AM-1013-04,Gray,False,True,False,False
19F-PM-1017-06,Gray,False,True,False,False
13E-AM-1017-11,Gray,False,True,False,False
14F-PM-1012-07,Cinnamon,False,False,True,True
19F-AM-1007-01,Cinnamon,False,False,True,False
37C-PM-1013-01,Gray,False,True,False,True
13E-PM-1008-05,Gray,False,False,False,True
26I-PM-1010-04,Gray,False,True,False,False
16D-AM-1007-02,Gray,False,False,False,True
13G-PM-1008-03,Cinnamon,False,False,True,False
7H-PM-1006-05,Gray,False,True,False,False
32F-AM-1012-03,Gray,False,True,False,False
42H-AM-1019-01,Cinnamon,False,False,False,True
21G-AM-1014-03,Gray,False,False,False,True
38D-AM-1017-05,Gray,True,True,False,False
2C-AM-1010-09,Gray,False,False,False,True
3D-PM-1010-01,Gray,False,True,False,False
35F-PM-1012-01,Gray,True,True,False,True
9H-PM-1018-01,Gray,False,False,False,True
7E-AM-1006-06,Gray,False,True,False,False
40C-AM-1017-06,Gray,False,True,False,False
14F-AM-1007-03,Gray,False,True,False,True
4D-PM-1008-14,Cinnamon,False,False,True,True
5E-AM-1008-03,Gray,False,True,False,False
15H-PM-1008-07,Gray,False,True,False,False
30C-AM-1014-01,Gray,False,True,False,False
19E-PM-1018-01,Gray,False,True,False,False
8D-AM-1007-07,Gray,False,True,False,False
19F-PM-1017-03,Cinnamon,False,False,True,False
14F-AM-1007-06,Gray,False,True,False,True
14A-PM-1014-06,Gray,False,True,False,True
21G-PM-1007-04,Gray,False,True,False,False
32D-PM-1006-03,Gray,False,True,False,True
4C-PM-1010-15,Gray,False,True,False,False
17D-AM-1008-02,Gray,False,False,False,True
8B-AM-1007-01,Gray,False,True,False,False
14D-AM-1014-11,Gray,False,True,False,True
9F-PM-1014-05,Gray,False,True,False,False
20F-AM-1014-01,Gray,False,False,False,True
10F-PM-1019-06,Gray,False,False,False,True
4H-AM-1006-02,Gray,False,True,False,False
33F-PM-1012-06,Gray,False,True,False,True
3B-PM-1007-10,Gray,False,False,False,True
2E-PM-1014-02,Gray,False,False,False,True
36F-AM-1017-04,Gray,False,False,False,True
16G-AM-1010-02,Cinnamon,False,False,True,False
3F-PM-1013-03,Cinnamon,False,False,True,False
15D-AM-1007-07,Gray,False,False,False,True
9A-PM-1010-03,Gray,False,False,False,True
4C-AM-1006-02,Gray,False,False,False,True
12E-AM-1017-08,Gray,False,True,False,False
18A-AM-1012-02,Gray,False,True,False,False
8C-PM-1013-07,Gray,False,False,False,True
23B-PM-1012-02,Gray,False,False,False,True
6B-PM-1017-06,Gray,False,True,False,False
23B-PM-1012-05,Gray,False,True,False,False
20F-AM-1014-02,Gray,False,True,False,False
11D-AM-1010-01,Gray,False,True,False,True
9B-AM-1010-01,Gray,False,True,False,False
33E-PM-1012-07,Gray,False,False,False,True
31H-PM-1008-01,Gray,False,False,False,True
31E-PM-1006-01,Gray,False,True,False,False
14F-PM-1012-02,Gray,False,True,False,True
10C-PM-1013-02,Gray,False,True,False,False
22C-PM-1006-06,Cinnamon,False,False,True,False
35G-AM-1007-01,Gray,False,False,False,True
16C-PM-1018-01,Gray,False,True,False,True
22F-PM-1014-03,Gray,False,True,False,False
36I-AM-1017-03,Gray,False,True,False,False
2I-PM-1006-02,Gray,False,True,False,True
12G-AM-1012-01,Cinnamon,False,False,True,False
25A-PM-1007-01,Cinnamon,False,False,True,False
9C-PM-1006-06,Gray,False,True,False,True
6B-PM-1017-03,Gray,False,True,False,False
10D-AM-1008-05,Gray,False,False,False,True
41A-PM-1007-05,Gray,False,True,False,True
13E-AM-1017-12,Gray,False,True,False,False
15E-AM-1013-02,Gray,False,True,False,False
1B-AM-1012-17,Gray,False,True,False,True
36I-PM-1007-06,Cinnamon,False,False,True,True
15F-AM-1007-08,Cinnamon,False,False,False,True
41A-AM-1013-01,Gray,False,True,False,False
8I-PM-1013-09,Gray,False,True,False,True
19B-AM-1019-01,Gray,False,True,False,True
3D-PM-1010-10,Gray,False,False,False,True
15C-PM-1017-02,Gray,False,True,False,False
32A-PM-1013-09,Gray,False,False,False,True
15G-AM-1008-05,Gray,False,True,False,False
4D-PM-1008-01,Cinnamon,False,False,True,True
36A-PM-1013-06,Gray,False,True,False,False
8C-PM-1013-02,Gray,False,True,False,False
6A-AM-1006-07,Gray,False,True,False,True
41E-AM-1007-01,Gray,False,False,False,True
31D-AM-1014-06,Gray,False,True,False,False
3A-AM-1012-03,Gray,True,True,False,False
39F-AM-1014-04,Gray,False,True,False,False
37F-PM-1014-02,Gray,False,True,False,True
21A-AM-1019-08,Gray,False,True,False,False
16C-AM-1014-02,Gray,True,True,False,True
31E-PM-1006-03,Gray,False,True,False,False
36D-PM-1007-02,Gray,False,True,False,False
23B-PM-1012-01,Gray,False,True,False,False
14D-AM-1014-09,Gray,False,True,False,True
35G-PM-1006-01,Black,False,True,False,False
35A-PM-1013-08,Gray,False,False,False,True
39A-PM-1014-01,Gray,False,False,False,True
9C-PM-1006-05,Gray,False,False,False,True
17I-AM-1014-04,Gray,False,True,False,True
14D-AM-1014-12,Gray,False,True,False,True
17I-PM-1017-01,Cinnamon,False,False,False,True
39B-PM-1014-01,Gray,False,False,False,True
42A-AM-1019-01,Gray,False,False,False,True
2E-AM-1010-01,Gray,False,True,False,False
14F-AM-1007-02,Gray,False,True,False,True
36I-AM-1017-04,Gray,False,True,False,False
34B-AM-1013-03,Cinnamon,False,False,True,False
36I-AM-1017-07,Gray,False,True,False,False
2A-PM-1019-01,Gray,False,False,False,True
35D-PM-1013-07,Gray,False,False,False,True
29C-AM-1007-02,Black,False,False,True,False
36B-PM-1013-02,Gray,False,False,False,True
17B-AM-1010-01,Gray,False,True,False,False
30C-AM-1014-02,Gray,False,True,False,False
4D-PM-1008-05,Cinnamon,False,False,True,True
18C-PM-1018-05,Gray,False,True,False,True
11C-PM-1018-01,Gray,False,False,False,True
7E-PM-1013-04,Gray,False,True,False,False
7G-PM-1018-04,Gray,False,True,False,True
39B-PM-1014-02,Gray,False,True,False,False
14E-PM-1017-04,Gray,False,True,False,False
9F-PM-1014-03,Gray,False,True,False,False
2F-PM-1014-03,Gray,False,True,False,False
8E-PM-1008-07,Gray,False,False,False,True
36F-PM-1012-02,Gray,False,True,False,False
8D-PM-1007-01,Gray,False,True,False,False
40D-PM-1013-02,Gray,False,True,False,False
16E-PM-1018-01,Gray,False,True,False,False
2F-PM-1014-08,Gray,True,False,False,False
32A-PM-1013-05,Gray,False,False,False,True
31D-AM-1014-03,Gray,False,False,False,True
17F-AM-1007-02,Cinnamon,False,False,True,False
6A-AM-1006-08,Gray,False,False,False,True
6F-PM-1008-04,Cinnamon,False,False,False,True
2C-AM-1010-08,Gray,False,True,False,False
12F-PM-1007-12,Gray,False,True,False,True
20B-PM-1013-08,Gray,False,False,False,True
11A-PM-1013-05,Cinnamon,False,False,True,False
32F-AM-1012-06,Gray,False,False,False,True
26I-PM-1010-05,Gray,False,True,False,True
21D-PM-1008-05,Gray,False,True,False,False
8H-AM-1017-01,Gray,False,True,False,False
42G-AM-1018-01,Gray,False,True,False,False
9A-AM-1013-02,Gray,False,True,False,False
38E-AM-1010-04,Gray,False,True,False,False
11H-AM-1010-01,Gray,False,False,False,True
11H-PM-1013-01,Gray,False,True,False,True
41B-PM-1014-04,Gray,False,True,False,False
9H-AM-1006-05,Gray,False,False,False,True
10F-PM-1019-10,Gray,False,True,False,False
35D-PM-1013-08,Gray,False,False,False,True
4D-PM-1008-03,Cinnamon,False,False,True,True
37A-PM-1013-01,Gray,False,False,False,True
17F-AM-1007-05,Cinnamon,False,False,True,False
10D-AM-1008-01,Gray,False,False,False,True
32B-AM-1017-01,Gray,False,True,False,False
6A-PM-1012-01,Cinnamon,False,False,False,True
9G-PM-1007-03,Cinnamon,False,False,True,False
9H-PM-1018-02,Gray,False,True,False,True
4D-PM-1008-02,Cinnamon,False,False,True,True
14E-PM-1017-05,Gray,False,False,False,True
13D-AM-1014-10,Gray,False,True,False,False
40G-AM-1007-01,Gray,False,True,False,False
8A-AM-1013-06,Gray,False,True,False,False
20F-PM-1007-09,Cinnamon,False,False,True,False
1H-AM-1012-02,Gray,False,True,False,True
8H-PM-1014-09,Gray,False,True,False,False
13E-PM-1008-11,Gray,False,False,False,True
36H-PM-1008-01,Gray,False,False,False,True
37D-PM-1014-08,Gray,False,True,False,False
32F-PM-1008-08,Gray,False,False,False,True
22H-PM-1007-04,Cinnamon,False,False,True,False
2H-AM-1006-03,Gray,False,True,False,True
6H-PM-1020-03,Gray,False,True,False,False
30B-PM-1019-04,Gray,False,True,False,True
19A-PM-1013-01,Gray,False,False,False,True
33E-AM-1014-12,Gray,False,False,False,True
9I-AM-1014-06,Cinnamon,False,False,False,True
9I-PM-1010-04,Cinnamon,False,False,True,False
1D-PM-1007-04,Cinnamon,False,False,True,False
10G-AM-1006-02,Gray,False,True,False,False
4G-PM-1007-01,Gray,False,True,False,True
16F-AM-1008-01,Cinnamon,False,False,True,True
17F-PM-1020-01,Gray,False,True,False,False
22B-PM-1014-07,Gray,False,True,False,False
2C-PM-1013-03,Gray,False,False,False,True
21F-AM-1018-06,Cinnamon,False,False,True,False
35C-PM-1013-05,Gray,False,True,False,False
30B-PM-1019-03,Gray,True,False,False,False
8A-AM-1013-02,Gray,False,True,False,False
11D-AM-1010-05,Gray,False,True,False,False
18C-PM-1018-02,Gray,False,True,False,False
16D-AM-1007-01,Gray,False,False,False,True
3B-AM-1010-10,Cinnamon,False,False,True,True
2A-PM-1019-04,Gray,False,False,False,True
1B-AM-1012-11,Cinnamon,False,False,False,True
16I-AM-1008-04,Cinnamon,False,False,True,False
22G-AM-1018-01,Gray,False,True,False,False
34H-PM-1006-04,Gray,False,True,False,False
30B-PM-1019-02,Gray,True,True,False,True
13F-AM-1007-01,Gray,False,True,False,False
2F-AM-1006-03,Gray,False,True,False,False
8I-PM-1013-05,Gray,False,True,False,True
9E-PM-1014-01,Gray,False,True,False,False
32I-AM-1013-06,Cinnamon,False,False,True,False
10G-AM-1006-09,Gray,False,False,False,True
8H-AM-1017-05,Gray,False,True,False,False
15B-AM-1014-03,Gray,False,True,False,False
41D-PM-1014-04,Gray,False,True,False,False
39H-PM-1013-03,Gray,False,True,False,True
7C-PM-1020-05,Gray,False,True,False,False
32A-PM-1013-01,Gray,False,False,False,True
13E-PM-1008-03,Gray,False,False,False,True
36B-PM-1013-04,Gray,False,True,False,False
13E-PM-1008-09,Gray,False,False,False,True
8B-PM-1012-04,Gray,False,True,False,True
42D-PM-1013-04,Cinnamon,False,False,True,False
1E-AM-1006-02,Gray,False,True,False,False
14D-AM-1014-04,Gray,False,True,False,True
40B-PM-1014-07,Gray,False,True,False,False
38B-PM-1018-01,Cinnamon,False,False,True,False
14F-AM-1007-01,Gray,False,True,False,False
15B-AM-1014-01,Gray,False,True,False,False
27I-PM-1020-02,Gray,False,False,False,True
6A-AM-1006-05,Gray,False,True,False,True
30I-PM-1006-06,Gray,False,False,False,True
41C-AM-1017-02,Cinnamon,False,False,True,False
5B-PM-1013-01,Gray,False,True,False,False
40C-AM-1017-05,Gray,False,False,False,True
31B-PM-1007-01,Gray,False,True,False,False
1A-AM-1007-04,Cinnamon,False,False,True,False
33D-AM-1017-02,Black,False,True,False,False
3F-PM-1013-07,Gray,False,True,False,False
8F-PM-1012-08,Gray,False,True,False,False
39C-AM-1017-02,Gray,False,True,False,False
2G-PM-1007-01,Gray,False,True,False,False
42E-PM-1012-02,Gray,False,True,False,False
12F-PM-1007-02,Cinnamon,False,False,True,False
14H-AM-1007-03,Gray,False,True,False,True
3I-PM-1013-06,Gray,False,True,False,False
17I-AM-1014-02,Cinnamon,False,False,False,True
34A-PM-1013-04,Gray,False,True,False,False
38G-PM-1020-06,Cinnamon,False,False,False,True
6G-AM-1008-04,Gray,False,True,False,False
11H-AM-1010-07,Gray,False,False,False,True
15F-AM-1007-10,Cinnamon,False,False,True,False
5B-PM-1013-04,Gray,False,False,False,True
7G-PM-1018-02,Gray,False,False,False,True
12E-PM-1018-02,Black,False,True,False,True
1E-AM-1006-04,Cinnamon,False,False,True,False
15H-PM-1008-04,Gray,False,True,False,False
23B-PM-1012-07,Gray,False,True,False,False
7H-AM-1006-07,Gray,False,True,False,False
13D-PM-1018-12,Gray,False,False,False,True
32F-PM-1008-02,Gray,False,False,False,True
5B-AM-1008-01,Gray,False,True,False,False
10A-PM-1014-02,Gray,True,True,False,False
37A-AM-1012-01,Cinnamon,False,False,True,False
6C-AM-1007-06,Gray,False,True,False,False
1B-AM-1012-14,Gray,False,True,False,False
35H-AM-1013-02,Cinnamon,False,False,True,False
33E-AM-1014-07,Gray,False,True,False,True
1A-PM-1014-07,Gray,False,True,False,False
7H-PM-1006-08,Gray,False,False,False,True
37H-PM-1006-01,Gray,False,False,False,True
23F-PM-1013-02,Gray,False,True,False,True
12H-PM-1007-01,Gray,False,True,False,False
21H-PM-1018-01,Gray,False,True,False,False
35C-PM-1013-06,Gray,False,True,False,False
37G-PM-1007-01,Gray,False,True,False,False
10D-AM-1008-03,Gray,False,False,False,True
12F-PM-1007-01,Cinnamon,False,False,True,False
18A-AM-1012-01,Gray,False,True,False,True
36C-AM-1014-01,Gray,False,True,False,False
36F-AM-1017-02,Gray,False,True,False,False
16I-AM-1008-03,Cinnamon,False,False,True,True
3H-PM-1014-05,Gray,False,False,False,True
14H-PM-1012-02,Gray,False,True,False,True
4C-PM-1010-08,Gray,False,True,False,True
20B-AM-1007-03,Gray,False,False,False,True
3D-PM-1010-07,Cinnamon,False,False,False,True
21G-AM-1014-06,Gray,False,True,False,False
6E-PM-1010-05,Cinnamon,False,False,False,True
41G-AM-1013-02,Gray,False,True,False,True
2C-PM-1013-11,Gray,False,False,False,True
3A-PM-1017-07,Cinnamon,False,False,False,True
13D-PM-1018-06,Gray,False,False,False,True
16B-AM-1014-02,Gray,False,True,False,False
15H-PM-1008-01,Cinnamon,False,False,True,False
16B-PM-1017-02,Gray,False,False,False,True
35A-AM-1014-08,Cinnamon,False,False,False,True
16G-AM-1010-05,Gray,False,False,False,True
4D-PM-1008-07,Cinnamon,False,False,True,True
34A-PM-1013-03,Gray,False,True,False,False
32D-AM-1013-03,Cinnamon,False,False,True,False
1C-PM-1013-04,Cinnamon,False,False,False,True
12A-PM-1013-03,Gray,False,True,False,False
38E-PM-1014-01,Gray,False,False,False,True
23I-AM-1019-01,Gray,False,True,False,False
5A-PM-1010-02,Gray,False,False,False,True
21F-PM-1018-01,Cinnamon,False,False,True,False
6I-PM-1013-05,Gray,False,False,False,True
5C-PM-1010-12,Cinnamon,False,False,False,True
14G-AM-1012-03,Gray,False,True,False,False
18C-PM-1018-06,Gray,False,True,False,True
21C-AM-1014-02,Gray,False,True,False,False
4B-AM-1010-01,Gray,True,True,False,False
14F-PM-1012-05,Cinnamon,False,False,True,True
1B-AM-1012-06,Gray,False,True,False,False
7A-PM-1007-02,Gray,False,True,False,False
35F-AM-1007-01,Gray,False,True,False,False
30A-PM-1020-02,Gray,False,True,False,True
16E-PM-1018-05,Gray,False,True,False,False
1B-PM-1019-09,Gray,False,False,False,True
40D-PM-1013-04,Gray,False,True,False,False
1A-PM-1014-04,Cinnamon,False,False,False,True
40I-PM-1013-01,Gray,False,True,False,False
8H-AM-1017-02,Gray,False,True,False,False
23F-PM-1013-01,Gray,False,True,False,True
9I-PM-1010-01,Gray,False,True,False,True
17G-PM-1017-04,Gray,False,False,False,True
38I-PM-1014-01,Gray,False,True,False,True
1B-PM-1019-01,Gray,False,False,False,True
40B-AM-1019-08,Gray,False,False,False,True
15G-PM-1019-02,Gray,False,True,False,False
1C-PM-1013-02,Cinnamon,False,False,False,True
32G-PM-1013-01,Gray,False,True,False,False
31A-PM-1017-03,Gray,False,True,False,True
22B-PM-1014-06,Gray,False,True,False,False
40B-AM-1019-05,Gray,False,True,False,True
9B-PM-1013-08,Cinnamon,True,False,False,True
22F-AM-1007-04,Cinnamon,False,False,True,False
6A-AM-1006-02,Gray,False,True,False,True
7I-PM-1013-02,Gray,False,False,False,True
36A-AM-1018-02,Gray,False,False,False,True
10A-AM-1006-02,Gray,False,False,False,True
36A-PM-1013-01,Gray,False,True,False,False
28A-PM-1007-01,Gray,False,True,False,False
5C-AM-1006-07,Gray,False,True,False,False
10G-PM-1017-07,Black,False,False,False,True
38F-PM-1013-01,Gray,False,True,False,False
9H-AM-1006-01,Gray,False,False,False,True
6F-AM-1006-01,Cinnamon,False,False,True,False
15D-AM-1007-06,Gray,False,True,False,False
8B-AM-1007-07,Gray,True,False,False,False
38G-PM-1020-02,Gray,False,True,False,False
22D-PM-1012-06,Gray,True,True,False,True
2D-AM-1007-02,Gray,False,True,False,True
1C-PM-1013-09,Cinnamon,False,False,True,False
33E-AM-1014-04,Black,False,True,False,True
41B-AM-1010-05,Gray,False,False,False,True
35D-PM-1013-01,Gray,False,False,False,True
5C-PM-1010-07,Cinnamon,False,False,True,False
36F-PM-1012-07,Gray,False,False,False,True
7G-AM-1010-06,Cinnamon,False,False,False,True
21C-AM-1014-01,Gray,False,True,False,False
2C-AM-1010-07,Gray,False,True,False,True
13E-PM-1008-04,Gray,False,True,False,False
6G-AM-1008-01,Gray,False,True,False,False
21E-AM-1017-01,Gray,False,False,False,True
13D-PM-1018-03,Gray,False,True,False,True
3F-AM-1006-07,Gray,False,True,False,True
14A-PM-1014-07,Gray,False,True,False,True
41E-AM-1007-04,Cinnamon,False,False,False,True
21D-PM-1008-06,Gray,False,True,False,True
37C-AM-1012-03,Gray,False,True,False,False
38C-PM-1014-03,Gray,False,True,False,False
5B-PM-1013-02,Gray,False,False,False,True
37I-AM-1010-03,Cinnamon,False,False,True,False
10I-AM-1010-02,Gray,False,False,False,True
7B-AM-1008-15,Gray,False,True,False,False
2C-AM-1010-02,Gray,False,True,False,False
5C-PM-1010-05,Gray,False,False,False,True
16E-PM-1018-07,Gray,False,True,False,False
2C-PM-1013-01,Gray,False,False,False,True
6H-AM-1008-02,Cinnamon,False,False,True,False
31C-PM-1010-03,Gray,False,False,False,True
29A-PM-1019-01,Gray,False,True,False,False
22E-PM-1014-01,Gray,False,True,False,False
40D-PM-1013-06,Gray,False,True,False,False
7H-AM-1006-12,Cinnamon,False,False,True,False
3A-PM-1017-01,Cinnamon,False,False,True,False
1C-PM-1013-07,Cinnamon,False,False,True,False
6E-PM-1010-04,Cinnamon,False,False,False,True
39D-PM-1012-02,Gray,False,False,False,True
36E-PM-1012-01,Gray,False,True,False,False
7H-AM-1006-08,Gray,False,True,False,False
35D-AM-1019-02,Gray,True,True,False,True
4D-PM-1008-12,Cinnamon,False,False,True,True
11D-PM-1006-03,Cinnamon,False,False,True,False
15G-AM-1008-06,Cinnamon,False,False,False,True
33E-PM-1012-05,Gray,False,False,False,True
14D-AM-1014-15,Gray,False,True,False,True
6I-PM-1013-04,Black,False,False,True,False
3A-AM-1012-02,Gray,True,True,False,False
4D-AM-1012-01,Gray,False,True,False,True
18I-PM-1007-08,Gray,False,True,False,False
10G-AM-1006-04,Gray,False,False,False,True
32D-PM-1006-01,Gray,False,True,False,True
30I-PM-1006-01,Gray,False,False,False,True
3F-PM-1013-01,Gray,False,True,False,False
37E-AM-1013-01,Gray,False,False,False,True
36H-AM-1010-01,Gray,True,False,False,False
42D-AM-1014-03,Gray,False,False,False,True
12G-PM-1007-03,Cinnamon,False,False,True,False
13D-PM-1018-05,Gray,False,True,False,True
34D-PM-1007-01,Gray,False,False,False,True
15G-PM-1019-01,Gray,False,True,False,False
11E-PM-1012-01,Gray,False,False,False,True
38E-AM-1010-05,Gray,False,True,False,False
41E-AM-1007-05,Gray,False,False,False,True
3C-AM-1007-02,Gray,False,True,False,True
2G-PM-1007-03,Gray,False,True,False,False
6C-AM-1007-03,Gray,False,False,False,True
19H-AM-1010-02,Gray,False,True,False,True
26I-PM-1010-01,Gray,False,True,False,True
6B-AM-1012-02,Gray,False,True,False,False
1G-PM-1010-02,Gray,False,True,False,False
30I-PM-1006-07,Cinnamon,False,False,True,False
8I-AM-1006-09,Gray,False,True,False,True
5G-PM-1010-05,Gray,False,True,False,False
13D-PM-1018-07,Gray,False,True,False,False
19C-PM-1018-08,Gray,False,True,False,True
6B-PM-1017-01,Gray,False,False,False,True
32C-PM-1013-07,Gray,False,True,False,False
28A-PM-1007-04,Gray,False,False,False,True
34E-PM-1006-02,Black,False,False,True,True
7E-PM-1013-02,Gray,False,True,False,False
33B-AM-1010-05,Gray,False,False,False,True
1B-AM-1012-16,Gray,False,False,False,True
32D-AM-1013-01,Cinnamon,False,False,True,False
18I-AM-1017-01,Cinnamon,True,False,False,False
9A-AM-1013-10,Cinnamon,False,False,True,False
37H-AM-1018-04,Gray,False,False,False,True
8I-AM-1006-03,Gray,False,False,False,True
14D-AM-1014-08,Gray,False,True,False,True
32B-PM-1010-04,Gray,False,True,False,False
7F-AM-1008-14,Gray,False,True,False,False
15C-PM-1017-05,Gray,False,True,False,False
38G-PM-1020-05,Gray,False,True,False,False
38G-PM-1020-04,Gray,False,True,False,False
28B-PM-1010-02,Gray,False,False,False,True
36F-AM-1017-03,Gray,False,True,False,False
7B-AM-1008-13,Gray,False,True,False,False
2A-AM-1010-01,Gray,False,True,False,False
